week_num,trap type,Average_MEL
2007-30,Gravid Trap,0
2007-30,Light - CDC Miniature Light Trap,17.22222222222222
2007-30,Resting Box,4.5
2007-30,UV - Ultraviolet Miniature Light Trap,32.142857142857146
2007-31,500cc CO2 - CDC Miniature Light Trap,87.66666666666667
2007-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,59.8
2007-31,Gravid Trap,0.07142857142857142
2007-31,Light - CDC Miniature Light Trap,33.5
2007-31,Resting Box,3.076923076923077
2007-31,UV - Ultraviolet Miniature Light Trap,29
2007-32,500cc CO2 - CDC Miniature Light Trap,37
2007-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,17.555555555555557
2007-32,Gravid Trap,0
2007-32,Light - CDC Miniature Light Trap,30.555555555555557
2007-32,Resting Box,3.5
2007-32,UV - Ultraviolet Miniature Light Trap,36.75
2007-33,500cc CO2 - CDC Miniature Light Trap,20.5
2007-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,13.88888888888889
2007-33,Gravid Trap,0.05263157894736842
2007-33,Light - CDC Miniature Light Trap,22.2
2007-33,Resting Box,3.6363636363636362
2007-33,UV - Ultraviolet Miniature Light Trap,37.625
2007-34,500cc CO2 - CDC Miniature Light Trap,18.25
2007-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,6.545454545454546
2007-34,Gravid Trap,0.18181818181818182
2007-34,Light - CDC Miniature Light Trap,4.555555555555555
2007-34,Resting Box,6.625
2007-34,UV - Ultraviolet Miniature Light Trap,24.666666666666668
2007-35,500cc CO2 - CDC Miniature Light Trap,12
2007-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,15.545454545454545
2007-35,Gravid Trap,0.2
2007-35,Light - CDC Miniature Light Trap,25
2007-35,Resting Box,3
2007-35,UV - Ultraviolet Miniature Light Trap,23
2007-36,500cc CO2 - CDC Miniature Light Trap,32
2007-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,8.8
2007-36,Gravid Trap,0
2007-36,Light - CDC Miniature Light Trap,5.8
2007-36,Resting Box,6.5
2007-36,UV - Ultraviolet Miniature Light Trap,7.4
2007-37,500cc CO2 - CDC Miniature Light Trap,11
2007-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21
2007-37,Gravid Trap,0
2007-37,Light - CDC Miniature Light Trap,9.571428571428571
2007-37,Resting Box,6.5
2007-37,UV - Ultraviolet Miniature Light Trap,2.8
2007-38,500cc CO2 - CDC Miniature Light Trap,11
2007-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,6.6
2007-38,Gravid Trap,0.1111111111111111
2007-38,Light - CDC Miniature Light Trap,8.8
2007-38,Resting Box,5.285714285714286
2007-38,UV - Ultraviolet Miniature Light Trap,14.75
2007-39,500cc CO2 - CDC Miniature Light Trap,15
2007-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.142857142857142
2007-39,Gravid Trap,0.125
2007-39,Light - CDC Miniature Light Trap,2.5
2007-39,Resting Box,1.3333333333333333
2007-39,UV - Ultraviolet Miniature Light Trap,10.2
2007-40,500cc CO2 - CDC Miniature Light Trap,15
2007-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,7.2
2007-40,Gravid Trap,0
2007-40,Light - CDC Miniature Light Trap,5
2007-40,Resting Box,3.2
2007-40,UV - Ultraviolet Miniature Light Trap,12
2007-41,Dry Ice CO2 - CDC Miniature Light Trap with CO2,79
2007-41,UV - Ultraviolet Miniature Light Trap,110
2008-23,500cc CO2 - CDC Miniature Light Trap,0.8333333333333334
2008-23,Dry Ice CO2 - CDC Miniature Light Trap with CO2,16.333333333333332
2008-23,Gravid Trap,0
2008-23,Light - CDC Miniature Light Trap,2.4
2008-23,Resting Box,1.75
2008-23,UV - Ultraviolet Miniature Light Trap,6.8
2008-24,500cc CO2 - CDC Miniature Light Trap,41
2008-24,Dry Ice CO2 - CDC Miniature Light Trap with CO2,24.375
2008-24,Gravid Trap,0
2008-24,Light - CDC Miniature Light Trap,14.333333333333334
2008-24,Resting Box,4.25
2008-24,UV - Ultraviolet Miniature Light Trap,7.571428571428571
2008-25,500cc CO2 - CDC Miniature Light Trap,6
2008-25,Dry Ice CO2 - CDC Miniature Light Trap with CO2,25
2008-25,Gravid Trap,0
2008-25,Light - CDC Miniature Light Trap,5.25
2008-25,Resting Box,5.857142857142857
2008-25,UV - Ultraviolet Miniature Light Trap,11
2008-25,UV with CO2- Ultraviolet Miniature Light Trap with CO2,4
2008-26,500cc CO2 - CDC Miniature Light Trap,3
2008-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,16.142857142857142
2008-26,Gravid Trap,0.2916666666666667
2008-26,Light - CDC Miniature Light Trap,7.625
2008-26,Resting Box,14.5
2008-26,UV - Ultraviolet Miniature Light Trap,27.25
2008-27,500cc CO2 - CDC Miniature Light Trap,22.333333333333332
2008-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,23.2
2008-27,Gravid Trap,0
2008-27,Light - CDC Miniature Light Trap,9.4
2008-27,Resting Box,7.5
2008-27,UV - Ultraviolet Miniature Light Trap,65.2
2008-28,500cc CO2 - CDC Miniature Light Trap,13.333333333333334
2008-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.75
2008-28,Gravid Trap,0.06666666666666667
2008-28,Light - CDC Miniature Light Trap,1.1666666666666667
2008-28,Resting Box,3.25
2008-28,UV - Ultraviolet Miniature Light Trap,17.666666666666668
2008-29,500cc CO2 - CDC Miniature Light Trap,1
2008-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,4.8
2008-29,Gravid Trap,0.058823529411764705
2008-29,Light - CDC Miniature Light Trap,2.4
2008-29,Resting Box,3.5
2008-29,UV - Ultraviolet Miniature Light Trap,6.4
2008-30,500cc CO2 - CDC Miniature Light Trap,11
2008-30,Canopy - Dry Ice - CDC Miniature Light Trap,5
2008-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,1.2
2008-30,Gravid Trap,0
2008-30,Light - CDC Miniature Light Trap,1
2008-30,Resting Box,6.25
2008-30,UV - Ultraviolet Miniature Light Trap,12.25
2008-31,500cc CO2 - CDC Miniature Light Trap,16
2008-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,7.8
2008-31,Gravid Trap,0
2008-31,Light - CDC Miniature Light Trap,1.3333333333333333
2008-31,Resting Box,2.5
2008-31,UV - Ultraviolet Miniature Light Trap,4.75
2008-32,500cc CO2 - CDC Miniature Light Trap,11.333333333333334
2008-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,13.333333333333334
2008-32,Gravid Trap,0
2008-32,Light - CDC Miniature Light Trap,16
2008-32,Resting Box,5
2008-32,UV - Ultraviolet Miniature Light Trap,2.25
2008-33,500cc CO2 - CDC Miniature Light Trap,4.6
2008-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,8
2008-33,Gravid Trap,0
2008-33,Light - CDC Miniature Light Trap,11.8
2008-33,Resting Box,5
2008-33,UV - Ultraviolet Miniature Light Trap,25
2008-33,UV with CO2- Ultraviolet Miniature Light Trap with CO2,0
2008-34,500cc CO2 - CDC Miniature Light Trap,11.666666666666666
2008-34,Canopy - Dry Ice - CDC Miniature Light Trap,5
2008-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,16.6
2008-34,Gravid Trap,0
2008-34,Light - CDC Miniature Light Trap,2.5
2008-34,Resting Box,1
2008-34,UV - Ultraviolet Miniature Light Trap,8.2
2008-35,500cc CO2 - CDC Miniature Light Trap,1.4
2008-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,12
2008-35,Gravid Trap,0
2008-35,Light - CDC Miniature Light Trap,17.4
2008-35,Resting Box,5.166666666666667
2008-35,UV - Ultraviolet Miniature Light Trap,5.666666666666667
2008-36,500cc CO2 - CDC Miniature Light Trap,15.333333333333334
2008-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.2
2008-36,Gravid Trap,0.058823529411764705
2008-36,Light - CDC Miniature Light Trap,15.666666666666666
2008-36,Resting Box,7.4
2008-36,UV - Ultraviolet Miniature Light Trap,11
2008-37,500cc CO2 - CDC Miniature Light Trap,7
2008-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,15.6
2008-37,Gravid Trap,0
2008-37,Light - CDC Miniature Light Trap,11.4
2008-37,Resting Box,9.714285714285714
2008-37,UV - Ultraviolet Miniature Light Trap,22.25
2008-38,500cc CO2 - CDC Miniature Light Trap,30.5
2008-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,33.8
2008-38,Gravid Trap,0.1111111111111111
2008-38,Light - CDC Miniature Light Trap,7.2
2008-38,Resting Box,6
2008-38,UV - Ultraviolet Miniature Light Trap,26
2008-39,500cc CO2 - CDC Miniature Light Trap,1
2008-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,14.4
2008-39,Gravid Trap,0
2008-39,Light - CDC Miniature Light Trap,0.2
2008-39,Resting Box,3
2008-39,UV - Ultraviolet Miniature Light Trap,30.5
2008-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,8.5
2008-40,Gravid Trap,0
2008-40,Light - CDC Miniature Light Trap,4.75
2008-40,Resting Box,4.5
2008-40,UV - Ultraviolet Miniature Light Trap,32
2008-41,Dry Ice CO2 - CDC Miniature Light Trap with CO2,26
2008-41,Gravid Trap,0
2008-41,Resting Box,1
2008-41,UV - Ultraviolet Miniature Light Trap,22
2008-42,Resting Box,4
2009-23,500cc CO2 - CDC Miniature Light Trap,1
2009-23,Dry Ice CO2 - CDC Miniature Light Trap with CO2,62.5
2009-23,Light - CDC Miniature Light Trap,8.75
2009-24,Dry Ice CO2 - CDC Miniature Light Trap with CO2,79.25
2009-24,UV - Ultraviolet Miniature Light Trap,13
2009-25,Dry Ice CO2 - CDC Miniature Light Trap with CO2,30.5
2009-25,Light - CDC Miniature Light Trap,7
2009-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,29.666666666666668
2009-26,Gravid Trap,0
2009-26,Light - CDC Miniature Light Trap,22.8
2009-26,UV - Ultraviolet Miniature Light Trap,48
2009-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,13.8
2009-27,Gravid Trap,0
2009-27,Light - CDC Miniature Light Trap,20.6
2009-27,UV - Ultraviolet Miniature Light Trap,47
2009-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,19
2009-28,Gravid Trap,0
2009-28,Light - CDC Miniature Light Trap,13.2
2009-28,UV - Ultraviolet Miniature Light Trap,12
2009-29,500cc CO2 - CDC Miniature Light Trap,53
2009-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,17.2
2009-29,Gravid Trap,0
2009-29,Light - CDC Miniature Light Trap,14.4
2009-29,Resting Box,123.66666666666667
2009-29,UV - Ultraviolet Miniature Light Trap,24
2009-30,500cc CO2 - CDC Miniature Light Trap,23.5
2009-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,57.666666666666664
2009-30,Gravid Trap,0
2009-30,Light - CDC Miniature Light Trap,69.6
2009-30,Resting Box,299.5
2009-30,UV - Ultraviolet Miniature Light Trap,26
2009-31,500cc CO2 - CDC Miniature Light Trap,50
2009-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,20.25
2009-31,Gravid Trap,0
2009-31,Light - CDC Miniature Light Trap,15.8
2009-31,Resting Box,135.5
2009-31,UV - Ultraviolet Miniature Light Trap,54.5
2009-32,500cc CO2 - CDC Miniature Light Trap,50
2009-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,45.6
2009-32,Gravid Trap,0.2857142857142857
2009-32,Light - CDC Miniature Light Trap,58.6
2009-32,Resting Box,100
2009-32,UV - Ultraviolet Miniature Light Trap,46
2009-33,500cc CO2 - CDC Miniature Light Trap,149.5
2009-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,45.5
2009-33,Gravid Trap,0.1111111111111111
2009-33,Light - CDC Miniature Light Trap,60
2009-33,Resting Box,226.33333333333334
2009-33,UV - Ultraviolet Miniature Light Trap,47
2009-34,500cc CO2 - CDC Miniature Light Trap,65.5
2009-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,173.25
2009-34,Gravid Trap,0
2009-34,Light - CDC Miniature Light Trap,91.6
2009-34,Resting Box,52
2009-34,UV - Ultraviolet Miniature Light Trap,100.5
2009-35,500cc CO2 - CDC Miniature Light Trap,108
2009-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,214
2009-35,Gravid Trap,0
2009-35,Light - CDC Miniature Light Trap,61.6
2009-35,Resting Box,80
2009-35,UV - Ultraviolet Miniature Light Trap,316
2009-36,500cc CO2 - CDC Miniature Light Trap,47.5
2009-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,85
2009-36,Gravid Trap,0
2009-36,Light - CDC Miniature Light Trap,66.4
2009-36,Resting Box,89
2009-36,UV - Ultraviolet Miniature Light Trap,24
2009-37,500cc CO2 - CDC Miniature Light Trap,87
2009-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,48.75
2009-37,Gravid Trap,2.75
2009-37,Light - CDC Miniature Light Trap,57.4
2009-37,Resting Box,45.5
2009-37,UV - Ultraviolet Miniature Light Trap,18
2009-38,500cc CO2 - CDC Miniature Light Trap,109
2009-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,121.4
2009-38,Gravid Trap,1
2009-38,Light - CDC Miniature Light Trap,54.8
2009-38,Resting Box,72.5
2009-38,UV - Ultraviolet Miniature Light Trap,17.5
2009-39,500cc CO2 - CDC Miniature Light Trap,129
2009-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,51.142857142857146
2009-39,Gravid Trap,0.25
2009-39,Light - CDC Miniature Light Trap,17.4
2009-39,Resting Box,41
2009-39,UV - Ultraviolet Miniature Light Trap,466
2009-40,500cc CO2 - CDC Miniature Light Trap,40
2009-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,139.8
2009-40,Gravid Trap,0
2009-40,Light - CDC Miniature Light Trap,88.6
2009-40,Resting Box,68
2009-41,Dry Ice CO2 - CDC Miniature Light Trap with CO2,34.2
2009-41,Light - CDC Miniature Light Trap,7.2
2009-41,UV - Ultraviolet Miniature Light Trap,16
2010-18,Resting Box,11.166666666666666
2010-20,500cc CO2 - CDC Miniature Light Trap,19
2010-20,Resting Box,40.6
2010-21,Gravid Trap,0
2010-21,Resting Box,51
2010-22,500cc CO2 - CDC Miniature Light Trap,11.5
2010-22,Dry Ice CO2 - CDC Miniature Light Trap with CO2,103.8
2010-22,Light - CDC Miniature Light Trap,45
2010-22,Resting Box,159.75
2010-23,Resting Box,62.666666666666664
2010-24,500cc CO2 - CDC Miniature Light Trap,41
2010-24,Dry Ice CO2 - CDC Miniature Light Trap with CO2,129.66666666666666
2010-24,Light - CDC Miniature Light Trap,15
2010-24,Resting Box,112
2010-25,500cc CO2 - CDC Miniature Light Trap,33
2010-25,Dry Ice CO2 - CDC Miniature Light Trap with CO2,102.75
2010-25,Gravid Trap,0
2010-25,Light - CDC Miniature Light Trap,55.6
2010-25,Resting Box,62.5
2010-26,500cc CO2 - CDC Miniature Light Trap,61
2010-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,11.5
2010-26,Gravid Trap,0
2010-26,Light - CDC Miniature Light Trap,18.8
2010-26,Resting Box,59.2
2010-27,500cc CO2 - CDC Miniature Light Trap,15
2010-27,Canopy - Dry Ice - CDC Miniature Light Trap,80
2010-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,45.8
2010-27,Gravid Trap,0
2010-27,Light - CDC Miniature Light Trap,19.6
2010-27,Resting Box,1
2010-28,500cc CO2 - CDC Miniature Light Trap,29.5
2010-28,Canopy - Dry Ice - CDC Miniature Light Trap,125
2010-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,34.166666666666664
2010-28,Gravid Trap,0
2010-28,Light - CDC Miniature Light Trap,18.6
2010-28,Resting Box,45.25
2010-28,UV - Ultraviolet Miniature Light Trap,17
2010-29,500cc CO2 - CDC Miniature Light Trap,25
2010-29,Canopy - Dry Ice - CDC Miniature Light Trap,31
2010-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21.5
2010-29,Gravid Trap,0
2010-29,Light - CDC Miniature Light Trap,9.4
2010-29,Resting Box,85
2010-30,500cc CO2 - CDC Miniature Light Trap,5
2010-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,23.428571428571427
2010-30,Gravid Trap,0
2010-30,Light - CDC Miniature Light Trap,5.8
2010-30,Resting Box,9
2010-31,500cc CO2 - CDC Miniature Light Trap,17.90909090909091
2010-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21.666666666666668
2010-31,Gravid Trap,0
2010-31,Light - CDC Miniature Light Trap,3.2
2010-31,Resting Box,12
2010-32,500cc CO2 - CDC Miniature Light Trap,14.833333333333334
2010-32,Canopy - Dry Ice - CDC Miniature Light Trap,63
2010-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,30.166666666666668
2010-32,Gravid Trap,0
2010-32,Light - CDC Miniature Light Trap,26
2010-33,500cc CO2 - CDC Miniature Light Trap,8.5
2010-33,Canopy - Dry Ice - CDC Miniature Light Trap,45
2010-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,38.6
2010-33,Gravid Trap,0
2010-33,Light - CDC Miniature Light Trap,11.6
2010-33,Resting Box,89
2010-34,500cc CO2 - CDC Miniature Light Trap,15
2010-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,27.4
2010-34,Gravid Trap,0
2010-34,Light - CDC Miniature Light Trap,10.2
2010-34,Resting Box,102
2010-35,500cc CO2 - CDC Miniature Light Trap,27.6
2010-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,16.6
2010-35,Gravid Trap,0.14285714285714285
2010-35,Light - CDC Miniature Light Trap,21.2
2010-35,Resting Box,14.5
2010-36,500cc CO2 - CDC Miniature Light Trap,13.5
2010-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,2
2010-36,Gravid Trap,0.125
2010-36,Light - CDC Miniature Light Trap,5.8
2010-36,Resting Box,23
2010-37,500cc CO2 - CDC Miniature Light Trap,1
2010-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,15.6
2010-37,Gravid Trap,0
2010-37,Light - CDC Miniature Light Trap,5
2010-37,Resting Box,17
2010-38,BG Sentinel Trap,0
2010-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,19
2010-38,Gravid Trap,0
2010-38,Light - CDC Miniature Light Trap,11.6
2010-39,500cc CO2 - CDC Miniature Light Trap,3
2010-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.4
2010-39,Gravid Trap,0
2010-39,Light - CDC Miniature Light Trap,1.6
2010-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,2.4
2010-40,Light - CDC Miniature Light Trap,2.2
2011-19,Dry Ice CO2 - CDC Miniature Light Trap with CO2,4.5
2011-21,Dry Ice CO2 - CDC Miniature Light Trap with CO2,52.25
2011-21,Light - CDC Miniature Light Trap - (Trap Failure),25
2011-22,500cc CO2 - CDC Miniature Light Trap,10
2011-23,BG Sentinel Trap,0
2011-23,Dry Ice CO2 - CDC Miniature Light Trap with CO2,87.4
2011-23,Gravid Trap,0
2011-23,Light - CDC Miniature Light Trap,48.666666666666664
2011-23,Resting Box,66.25
2011-24,BG Sentinel Trap,0
2011-24,Gravid Trap,0.625
2011-24,Light - CDC Miniature Light Trap,10.5
2011-24,Resting Box,92.75
2011-25,500cc CO2 - CDC Miniature Light Trap,12.666666666666666
2011-25,BG Sentinel Trap,0
2011-25,Gravid Trap,0
2011-25,Light - CDC Miniature Light Trap,5.2
2011-25,Resting Box,1350
2011-26,500cc CO2 - CDC Miniature Light Trap,20
2011-26,BG Sentinel Trap,0
2011-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,48
2011-26,Gravid Trap,0.1
2011-26,Light - CDC Miniature Light Trap,17.6
2011-26,Resting Box,701
2011-27,500cc CO2 - CDC Miniature Light Trap,6.25
2011-27,BG Sentinel Trap,0
2011-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,45
2011-27,Gravid Trap,0
2011-27,Light - CDC Miniature Light Trap,16
2011-27,Resting Box,155
2011-28,500cc CO2 - CDC Miniature Light Trap,10.666666666666666
2011-28,BG Sentinel Trap,0
2011-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,41.666666666666664
2011-28,Gravid Trap,0
2011-28,Light - CDC Miniature Light Trap,12.8
2011-28,Resting Box,97
2011-29,500cc CO2 - CDC Miniature Light Trap,5.4
2011-29,BG Sentinel Trap,1
2011-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,54.25
2011-29,Gravid Trap,0.18181818181818182
2011-29,Light - CDC Miniature Light Trap,6.4
2011-29,Resting Box,730
2011-30,500cc CO2 - CDC Miniature Light Trap,26.2
2011-30,BG Sentinel Trap,0
2011-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,32.4
2011-30,Gravid Trap,0.14285714285714285
2011-30,Light - CDC Miniature Light Trap,21.2
2011-30,Resting Box,92
2011-31,500cc CO2 - CDC Miniature Light Trap,24
2011-31,BG Sentinel Trap,0
2011-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,70
2011-31,Gravid Trap,0.25
2011-31,Light - CDC Miniature Light Trap,56.4
2011-31,Resting Box,102
2011-32,500cc CO2 - CDC Miniature Light Trap,61.666666666666664
2011-32,BG Sentinel Trap,0
2011-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,103.8
2011-32,Gravid Trap,0.18181818181818182
2011-32,Light - CDC Miniature Light Trap,66.2
2011-32,Resting Box,348
2011-33,500cc CO2 - CDC Miniature Light Trap,16.142857142857142
2011-33,BG Sentinel Trap,0
2011-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,52.8
2011-33,Gravid Trap,0.25
2011-33,Light - CDC Miniature Light Trap,35.6
2011-33,Resting Box,2
2011-34,500cc CO2 - CDC Miniature Light Trap,21
2011-34,BG Sentinel Trap,0
2011-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,40.4
2011-34,Gravid Trap,0.3333333333333333
2011-34,Light - CDC Miniature Light Trap,12.6
2011-34,Resting Box,200
2011-35,500cc CO2 - CDC Miniature Light Trap,29.333333333333332
2011-35,BG Sentinel Trap,0
2011-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,14
2011-35,Gravid Trap,1.9375
2011-35,Light - CDC Miniature Light Trap,8.4
2011-35,Resting Box,200
2011-36,500cc CO2 - CDC Miniature Light Trap,63.6
2011-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,65.625
2011-36,Gravid Trap,0.3333333333333333
2011-36,Light - CDC Miniature Light Trap,29.6
2011-36,Resting Box,200
2011-37,500cc CO2 - CDC Miniature Light Trap,36
2011-37,BG Sentinel Trap,1.3333333333333333
2011-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,59
2011-37,Gravid Trap,0.6363636363636364
2011-37,Light - CDC Miniature Light Trap,9.6
2011-37,Resting Box,200
2011-38,500cc CO2 - CDC Miniature Light Trap,44
2011-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,8.6
2011-38,Gravid Trap,0.42857142857142855
2011-38,Light - CDC Miniature Light Trap,2.2
2011-38,Resting Box,59
2011-39,500cc CO2 - CDC Miniature Light Trap,34
2011-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,57.8
2011-39,Gravid Trap,0
2011-39,Light - CDC Miniature Light Trap,63
2011-39,Resting Box,29.5
2011-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.5
2011-40,Light - CDC Miniature Light Trap,6
2011-42,Dry Ice CO2 - CDC Miniature Light Trap with CO2,6.25
2011-42,Light - CDC Miniature Light Trap,0.6
2011-42,Light - CDC Miniature Light Trap - (Trap Failure),11
2012-21,500cc CO2 - CDC Miniature Light Trap,23
2012-21,Dry Ice CO2 - CDC Miniature Light Trap with CO2,342.3333333333333
2012-22,500cc CO2 - CDC Miniature Light Trap,23
2012-22,Gravid Trap,1
2012-22,UV - Ultraviolet Miniature Light Trap,17
2012-23,500cc CO2 - CDC Miniature Light Trap,47
2012-23,BG Sentinel Trap with BG-Lure,0
2012-23,Dry Ice CO2 - CDC Miniature Light Trap with CO2,95
2012-23,Gravid Trap,0
2012-23,Light - CDC Miniature Light Trap,14.666666666666666
2012-24,500cc CO2 - CDC Miniature Light Trap,48.666666666666664
2012-24,BG Sentinel Trap with BG-Lure,0.6
2012-24,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21.8
2012-24,Gravid Trap,0
2012-24,Light - CDC Miniature Light Trap,4.8
2012-25,500cc CO2 - CDC Miniature Light Trap,26.25
2012-25,BG Sentinel Trap with BG-Lure,0.14285714285714285
2012-25,Dry Ice CO2 - CDC Miniature Light Trap with CO2,82.5
2012-25,Gravid Trap,0.4
2012-25,Light - CDC Miniature Light Trap,10.3
2012-25,Resting Box,32
2012-26,500cc CO2 - CDC Miniature Light Trap,12
2012-26,BG Sentinel Trap with BG-Lure,0.25
2012-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,36.6
2012-26,Gravid Trap,0.09090909090909091
2012-26,Light - CDC Miniature Light Trap,4.4
2012-26,Resting Box,284
2012-27,500cc CO2 - CDC Miniature Light Trap,11
2012-27,BG Sentinel Trap with BG-Lure,0
2012-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,20.5
