week_num,trap type,Average_MEL
2010-28,500cc CO2 - CDC Miniature Light Trap,29.5
2010-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,34.166666666666664
2010-29,500cc CO2 - CDC Miniature Light Trap,25
2010-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21.5
2010-30,500cc CO2 - CDC Miniature Light Trap,5
2010-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,23.428571428571427
2010-31,500cc CO2 - CDC Miniature Light Trap,17.90909090909091
2010-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21.666666666666664
2010-32,500cc CO2 - CDC Miniature Light Trap,14.833333333333334
2010-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,30.166666666666664
2010-33,500cc CO2 - CDC Miniature Light Trap,8.5
2010-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,38.6
2010-34,500cc CO2 - CDC Miniature Light Trap,15
2010-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,27.4
2010-35,500cc CO2 - CDC Miniature Light Trap,27.6
2010-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,16.6
2010-36,500cc CO2 - CDC Miniature Light Trap,13.5
2010-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,2
2010-37,500cc CO2 - CDC Miniature Light Trap,1
2010-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,15.6
2010-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,19
2010-39,500cc CO2 - CDC Miniature Light Trap,3
2010-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.4
2010-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,2.4
2011-19,Dry Ice CO2 - CDC Miniature Light Trap with CO2,4.5
2011-21,Dry Ice CO2 - CDC Miniature Light Trap with CO2,52.25
2011-22,500cc CO2 - CDC Miniature Light Trap,10
2011-23,Dry Ice CO2 - CDC Miniature Light Trap with CO2,87.4
2011-25,500cc CO2 - CDC Miniature Light Trap,12.666666666666666
2011-26,500cc CO2 - CDC Miniature Light Trap,20
2011-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,48
2011-27,500cc CO2 - CDC Miniature Light Trap,6.25
2011-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,45
2011-28,500cc CO2 - CDC Miniature Light Trap,10.666666666666666
2011-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,41.666666666666664
2011-29,500cc CO2 - CDC Miniature Light Trap,5.4
2011-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,54.25
2011-30,500cc CO2 - CDC Miniature Light Trap,26.2
2011-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,32.4
2011-31,500cc CO2 - CDC Miniature Light Trap,24
2011-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,70
2011-32,500cc CO2 - CDC Miniature Light Trap,61.666666666666664
2011-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,103.8
2011-33,500cc CO2 - CDC Miniature Light Trap,16.142857142857142
2011-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,52.8
2011-34,500cc CO2 - CDC Miniature Light Trap,21
2011-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,40.4
2011-35,500cc CO2 - CDC Miniature Light Trap,29.333333333333332
2011-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,14
2011-36,500cc CO2 - CDC Miniature Light Trap,63.6
2011-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,65.625
2011-37,500cc CO2 - CDC Miniature Light Trap,36
2011-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,59
2011-38,500cc CO2 - CDC Miniature Light Trap,44
2011-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,8.6
2011-39,500cc CO2 - CDC Miniature Light Trap,34
2011-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,57.8
2011-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,10.5
2011-42,Dry Ice CO2 - CDC Miniature Light Trap with CO2,6.25
2012-21,500cc CO2 - CDC Miniature Light Trap,23
2012-21,Dry Ice CO2 - CDC Miniature Light Trap with CO2,342.3333333333333
2012-22,500cc CO2 - CDC Miniature Light Trap,23
2012-23,500cc CO2 - CDC Miniature Light Trap,47
2012-23,Dry Ice CO2 - CDC Miniature Light Trap with CO2,95
2012-24,500cc CO2 - CDC Miniature Light Trap,48.666666666666664
2012-24,Dry Ice CO2 - CDC Miniature Light Trap with CO2,21.8
2012-25,500cc CO2 - CDC Miniature Light Trap,26.25
2012-25,Dry Ice CO2 - CDC Miniature Light Trap with CO2,82.5
2012-26,500cc CO2 - CDC Miniature Light Trap,12
2012-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,36.6
2012-27,500cc CO2 - CDC Miniature Light Trap,11
2012-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,20.5
2012-28,500cc CO2 - CDC Miniature Light Trap,6.666666666666667
2012-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,88.0909090909091
2012-29,500cc CO2 - CDC Miniature Light Trap,32.13793103448276
2012-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,53.625
2012-30,500cc CO2 - CDC Miniature Light Trap,17.142857142857146
2012-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,56.166666666666664
2012-31,500cc CO2 - CDC Miniature Light Trap,26.6
2012-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,72.7
2012-32,500cc CO2 - CDC Miniature Light Trap,14.5
2012-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,60.77777777777778
2012-33,500cc CO2 - CDC Miniature Light Trap,39.2
2012-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,74.26666666666667
2012-34,500cc CO2 - CDC Miniature Light Trap,38.83333333333333
2012-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,23.545454545454547
2012-35,500cc CO2 - CDC Miniature Light Trap,58.857142857142854
2012-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,33.55555555555556
2012-36,500cc CO2 - CDC Miniature Light Trap,70.5
2012-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,57.5
2012-37,500cc CO2 - CDC Miniature Light Trap,21.166666666666664
2012-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,26.6
2012-38,500cc CO2 - CDC Miniature Light Trap,11
2012-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,11.4
2012-39,500cc CO2 - CDC Miniature Light Trap,21.666666666666668
2012-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,5
2012-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,44
2012-41,Dry Ice CO2 - CDC Miniature Light Trap with CO2,8.8
2013-21,500cc CO2 - CDC Miniature Light Trap,4.142857142857143
2013-22,500cc CO2 - CDC Miniature Light Trap,80.14285714285715
2013-23,500cc CO2 - CDC Miniature Light Trap,21.666666666666668
2013-24,500cc CO2 - CDC Miniature Light Trap,21.8
2013-24,Dry Ice CO2 - CDC Miniature Light Trap with CO2,57.5
2013-25,500cc CO2 - CDC Miniature Light Trap,24
2013-26,500cc CO2 - CDC Miniature Light Trap,22
2013-26,Dry Ice CO2 - CDC Miniature Light Trap with CO2,91.4
2013-27,500cc CO2 - CDC Miniature Light Trap,27
2013-27,Dry Ice CO2 - CDC Miniature Light Trap with CO2,44.6
2013-28,500cc CO2 - CDC Miniature Light Trap,39
2013-28,Dry Ice CO2 - CDC Miniature Light Trap with CO2,46.2
2013-29,500cc CO2 - CDC Miniature Light Trap,24.428571428571427
2013-29,Dry Ice CO2 - CDC Miniature Light Trap with CO2,89.2
2013-30,500cc CO2 - CDC Miniature Light Trap,22.666666666666668
2013-30,Dry Ice CO2 - CDC Miniature Light Trap with CO2,9.8
2013-31,500cc CO2 - CDC Miniature Light Trap,37.166666666666664
2013-31,Dry Ice CO2 - CDC Miniature Light Trap with CO2,39
2013-32,500cc CO2 - CDC Miniature Light Trap,49.71428571428571
2013-32,Dry Ice CO2 - CDC Miniature Light Trap with CO2,36.4
2013-33,500cc CO2 - CDC Miniature Light Trap,34.16666666666667
2013-33,Dry Ice CO2 - CDC Miniature Light Trap with CO2,72
2013-34,500cc CO2 - CDC Miniature Light Trap,46.85714285714286
2013-34,Dry Ice CO2 - CDC Miniature Light Trap with CO2,39.6
2013-35,500cc CO2 - CDC Miniature Light Trap,37.33333333333333
2013-35,Dry Ice CO2 - CDC Miniature Light Trap with CO2,92.6
2013-36,500cc CO2 - CDC Miniature Light Trap,36.142857142857146
2013-36,Dry Ice CO2 - CDC Miniature Light Trap with CO2,77.4
2013-37,500cc CO2 - CDC Miniature Light Trap,16.571428571428573
2013-37,Dry Ice CO2 - CDC Miniature Light Trap with CO2,9.8
2013-38,500cc CO2 - CDC Miniature Light Trap,12
2013-38,Dry Ice CO2 - CDC Miniature Light Trap with CO2,18.571428571428573
2013-39,Dry Ice CO2 - CDC Miniature Light Trap with CO2,14.333333333333334
2013-40,Dry Ice CO2 - CDC Miniature Light Trap with CO2,29.8
2013-41,Dry Ice CO2 - CDC Miniature Light Trap with CO2,38.2
2014-23,500cc CO2 - CDC Miniature Light Trap,22.4
2014-24,500cc CO2 - CDC Miniature Light Trap,14.285714285714286
2014-25,500cc CO2 - CDC Miniature Light Trap,22.416666666666668
2014-26,500cc CO2 - CDC Miniature Light Trap,23.833333333333332
2014-27,500cc CO2 - CDC Miniature Light Trap,22.916666666666664
2014-28,500cc CO2 - CDC Miniature Light Trap,22.615384615384617
2014-29,500cc CO2 - CDC Miniature Light Trap,16.642857142857142
2014-30,500cc CO2 - CDC Miniature Light Trap,28.307692307692307
2014-31,500cc CO2 - CDC Miniature Light Trap,16.78571428571429
2014-32,500cc CO2 - CDC Miniature Light Trap,37.30769230769231
2014-33,500cc CO2 - CDC Miniature Light Trap,30.363636363636367
2014-34,500cc CO2 - CDC Miniature Light Trap,24.583333333333336
2014-35,500cc CO2 - CDC Miniature Light Trap,29.90909090909091
2014-36,500cc CO2 - CDC Miniature Light Trap,45.63636363636364
2014-37,500cc CO2 - CDC Miniature Light Trap,8.8
2014-38,500cc CO2 - CDC Miniature Light Trap,9.5
2014-39,500cc CO2 - CDC Miniature Light Trap,4
2014-40,500cc CO2 - CDC Miniature Light Trap,19.4
2014-41,500cc CO2 - CDC Miniature Light Trap,2.4
2014-42,500cc CO2 - CDC Miniature Light Trap,5
2015-24,500cc CO2 - CDC Miniature Light Trap,8.5
2015-25,500cc CO2 - CDC Miniature Light Trap,6.5
2015-26,500cc CO2 - CDC Miniature Light Trap,1.5
2015-27,500cc CO2 - CDC Miniature Light Trap,18.2
2015-28,500cc CO2 - CDC Miniature Light Trap,9.88888888888889
2015-29,500cc CO2 - CDC Miniature Light Trap,13.083333333333332
2015-30,500cc CO2 - CDC Miniature Light Trap,22.916666666666664
2015-31,500cc CO2 - CDC Miniature Light Trap,16.666666666666664
2015-32,500cc CO2 - CDC Miniature Light Trap,27.666666666666664
2015-33,500cc CO2 - CDC Miniature Light Trap,20.75
2015-34,500cc CO2 - CDC Miniature Light Trap,51.66666666666667
2015-35,500cc CO2 - CDC Miniature Light Trap,31.1
2015-36,500cc CO2 - CDC Miniature Light Trap,24.5
2015-37,500cc CO2 - CDC Miniature Light Trap,20.333333333333332
2015-38,500cc CO2 - CDC Miniature Light Trap,31.142857142857146
2015-39,500cc CO2 - CDC Miniature Light Trap,17.333333333333332
2015-40,500cc CO2 - CDC Miniature Light Trap,12.2
2015-41,500cc CO2 - CDC Miniature Light Trap,6
2016-21,500cc CO2 - CDC Miniature Light Trap,7.583333333333334
2016-22,500cc CO2 - CDC Miniature Light Trap,14.833333333333334
2016-23,500cc CO2 - CDC Miniature Light Trap,36.857142857142854
2016-24,500cc CO2 - CDC Miniature Light Trap,8
2016-25,500cc CO2 - CDC Miniature Light Trap,14.5
2016-26,500cc CO2 - CDC Miniature Light Trap,33.45454545454545
2016-27,500cc CO2 - CDC Miniature Light Trap,17.1
2016-28,500cc CO2 - CDC Miniature Light Trap,12.363636363636365
2016-29,500cc CO2 - CDC Miniature Light Trap,20.615384615384617
2016-30,500cc CO2 - CDC Miniature Light Trap,6.5
2016-31,500cc CO2 - CDC Miniature Light Trap,8.769230769230768
2016-32,500cc CO2 - CDC Miniature Light Trap,3.2857142857142865
2016-33,500cc CO2 - CDC Miniature Light Trap,1.923076923076923
2016-34,500cc CO2 - CDC Miniature Light Trap,3.692307692307692
2016-35,500cc CO2 - CDC Miniature Light Trap,2.2142857142857144
2016-36,500cc CO2 - CDC Miniature Light Trap,5.9
2016-37,500cc CO2 - CDC Miniature Light Trap,0.8181818181818181
2016-38,500cc CO2 - CDC Miniature Light Trap,2.4444444444444446
2016-39,500cc CO2 - CDC Miniature Light Trap,0.8
2016-40,500cc CO2 - CDC Miniature Light Trap,0.6
2017-20,500cc CO2 - CDC Miniature Light Trap,0
2017-21,500cc CO2 - CDC Miniature Light Trap,2
2017-22,500cc CO2 - CDC Miniature Light Trap,15.4
2017-23,500cc CO2 - CDC Miniature Light Trap,6.571428571428572
2017-24,500cc CO2 - CDC Miniature Light Trap,12.7
2017-25,500cc CO2 - CDC Miniature Light Trap,5.538461538461538
2017-26,500cc CO2 - CDC Miniature Light Trap,4.5
2017-27,500cc CO2 - CDC Miniature Light Trap,3
2017-28,500cc CO2 - CDC Miniature Light Trap,8
2017-29,500cc CO2 - CDC Miniature Light Trap,27.785714285714285
2017-30,500cc CO2 - CDC Miniature Light Trap,15.117647058823527
2017-31,500cc CO2 - CDC Miniature Light Trap,15.266666666666667
2017-32,500cc CO2 - CDC Miniature Light Trap,25.71428571428571
2017-33,500cc CO2 - CDC Miniature Light Trap,20.666666666666664
2017-34,500cc CO2 - CDC Miniature Light Trap,17.78571428571429
2017-35,500cc CO2 - CDC Miniature Light Trap,6.066666666666668
2017-36,500cc CO2 - CDC Miniature Light Trap,21.799999999999997
2017-37,500cc CO2 - CDC Miniature Light Trap,7.769230769230769
2017-38,500cc CO2 - CDC Miniature Light Trap,22.81818181818182
2017-39,500cc CO2 - CDC Miniature Light Trap,35.625
2017-40,500cc CO2 - CDC Miniature Light Trap,4
2018-21,500cc CO2 - CDC Miniature Light Trap,5.166666666666666
2018-22,500cc CO2 - CDC Miniature Light Trap,11.8
2018-23,500cc CO2 - CDC Miniature Light Trap,25.571428571428573
2018-24,500cc CO2 - CDC Miniature Light Trap,22.333333333333336
2018-25,500cc CO2 - CDC Miniature Light Trap,54.45454545454546
2018-26,500cc CO2 - CDC Miniature Light Trap,66.41666666666666
2018-27,500cc CO2 - CDC Miniature Light Trap,33.8
2018-28,500cc CO2 - CDC Miniature Light Trap,31
2018-29,500cc CO2 - CDC Miniature Light Trap,50.66666666666667
2018-30,500cc CO2 - CDC Miniature Light Trap,44.6923076923077
2018-31,500cc CO2 - CDC Miniature Light Trap,21.909090909090914
2018-32,500cc CO2 - CDC Miniature Light Trap,46.58333333333333
2018-33,500cc CO2 - CDC Miniature Light Trap,69.38461538461539
2018-34,500cc CO2 - CDC Miniature Light Trap,33.333333333333336
2018-35,500cc CO2 - CDC Miniature Light Trap,26.5
2018-36,500cc CO2 - CDC Miniature Light Trap,96.1
2018-37,500cc CO2 - CDC Miniature Light Trap,93.58333333333334
2018-38,500cc CO2 - CDC Miniature Light Trap,45.1
2018-39,500cc CO2 - CDC Miniature Light Trap,12
2018-40,500cc CO2 - CDC Miniature Light Trap,22.142857142857142
2019-18,500cc CO2 - CDC Miniature Light Trap,0.14285714285714288
2019-19,500cc CO2 - CDC Miniature Light Trap,0.375
2019-20,500cc CO2 - CDC Miniature Light Trap,0.875
2019-21,500cc CO2 - CDC Miniature Light Trap,31.8
2019-22,500cc CO2 - CDC Miniature Light Trap,41.6
2019-23,500cc CO2 - CDC Miniature Light Trap,36.84615384615385
2019-24,500cc CO2 - CDC Miniature Light Trap,165.84615384615387
2019-25,500cc CO2 - CDC Miniature Light Trap,133.6153846153846
2019-26,500cc CO2 - CDC Miniature Light Trap,18.230769230769234
2019-27,500cc CO2 - CDC Miniature Light Trap,53.25
2019-28,500cc CO2 - CDC Miniature Light Trap,68.3076923076923
2019-29,500cc CO2 - CDC Miniature Light Trap,134.58333333333331
2019-30,500cc CO2 - CDC Miniature Light Trap,240.8
2019-31,500cc CO2 - CDC Miniature Light Trap,160
2019-32,500cc CO2 - CDC Miniature Light Trap,108.27692307692307
2019-33,500cc CO2 - CDC Miniature Light Trap,109.48275862068965
2019-34,500cc CO2 - CDC Miniature Light Trap,81.91666666666664
2019-35,500cc CO2 - CDC Miniature Light Trap,20.25925925925926
2019-36,500cc CO2 - CDC Miniature Light Trap,54.2
2019-37,500cc CO2 - CDC Miniature Light Trap,36
2019-38,500cc CO2 - CDC Miniature Light Trap,29.583333333333336
2019-39,500cc CO2 - CDC Miniature Light Trap,17.210526315789473
2019-40,500cc CO2 - CDC Miniature Light Trap,29.333333333333336
2019-41,500cc CO2 - CDC Miniature Light Trap,40.6
2020-17,500cc CO2 - CDC Miniature Light Trap,0
2020-18,500cc CO2 - CDC Miniature Light Trap,0
2020-19,500cc CO2 - CDC Miniature Light Trap,0
2020-21,500cc CO2 - CDC Miniature Light Trap,0.3333333333333333
2020-22,500cc CO2 - CDC Miniature Light Trap,16.9
2020-23,500cc CO2 - CDC Miniature Light Trap,12.083333333333332
2020-24,500cc CO2 - CDC Miniature Light Trap,21.454545454545453
2020-25,500cc CO2 - CDC Miniature Light Trap,5.6
2020-26,500cc CO2 - CDC Miniature Light Trap,28.923076923076923
2020-27,500cc CO2 - CDC Miniature Light Trap,179.75
2020-28,500cc CO2 - CDC Miniature Light Trap,28.5
2020-29,500cc CO2 - CDC Miniature Light Trap,30.5
2020-30,500cc CO2 - CDC Miniature Light Trap,24.083333333333336
2020-31,500cc CO2 - CDC Miniature Light Trap,34.16666666666667
2020-32,500cc CO2 - CDC Miniature Light Trap,8.615384615384615
2020-33,500cc CO2 - CDC Miniature Light Trap,18.52173913043478
2020-34,500cc CO2 - CDC Miniature Light Trap,8.09090909090909
2020-35,500cc CO2 - CDC Miniature Light Trap,23.333333333333336
2020-36,500cc CO2 - CDC Miniature Light Trap,1.7000000000000002
2020-37,500cc CO2 - CDC Miniature Light Trap,7.25
2020-38,500cc CO2 - CDC Miniature Light Trap,2
2020-39,500cc CO2 - CDC Miniature Light Trap,0
2020-40,500cc CO2 - CDC Miniature Light Trap,0.75
2021-18,500cc CO2 - CDC Miniature Light Trap,0.6
2021-19,500cc CO2 - CDC Miniature Light Trap,0.8
2021-21,500cc CO2 - CDC Miniature Light Trap,1.4
2021-22,500cc CO2 - CDC Miniature Light Trap,1.9166666666666665
2021-23,500cc CO2 - CDC Miniature Light Trap,10.5
2021-24,500cc CO2 - CDC Miniature Light Trap,3.6666666666666665
2021-25,500cc CO2 - CDC Miniature Light Trap,11.75
2021-26,500cc CO2 - CDC Miniature Light Trap,3.5
2021-27,500cc CO2 - CDC Miniature Light Trap,11.363636363636365
2021-28,500cc CO2 - CDC Miniature Light Trap,5
2021-29,500cc CO2 - CDC Miniature Light Trap,21.384615384615383
2021-30,500cc CO2 - CDC Miniature Light Trap,23.666666666666664
2021-31,500cc CO2 - CDC Miniature Light Trap,19.083333333333336
2021-32,500cc CO2 - CDC Miniature Light Trap,37.36363636363636
2021-33,500cc CO2 - CDC Miniature Light Trap,34.33333333333333
2021-34,500cc CO2 - CDC Miniature Light Trap,142.75
2021-35,500cc CO2 - CDC Miniature Light Trap,34.16666666666667
2021-36,500cc CO2 - CDC Miniature Light Trap,40.16666666666667
2021-37,500cc CO2 - CDC Miniature Light Trap,71.91666666666666
2021-38,500cc CO2 - CDC Miniature Light Trap,38.30769230769231
2021-39,500cc CO2 - CDC Miniature Light Trap,21.166666666666664
2021-40,500cc CO2 - CDC Miniature Light Trap,58.09090909090909
2021-41,500cc CO2 - CDC Miniature Light Trap,15.75
2021-42,500cc CO2 - CDC Miniature Light Trap,0.5714285714285714
2022-19,500cc CO2 - CDC Miniature Light Trap,76
2022-21,500cc CO2 - CDC Miniature Light Trap,88.75
