week_num,Pools_Tested,Positive_Pools,Total_Tested,MIR,Week,Year
2012-28,101,4,4420,0.9049773755656109,28,2012
2012-29,124,31,4957,6.253782529755901,29,2012
2012-30,46,10,1824,5.482456140350877,30,2012
2012-31,53,13,1983,6.555723651033787,31,2012
2012-32,63,3,1490,2.0134228187919465,32,2012
2012-33,114,12,2867,4.185559818625741,33,2012
2012-34,52,10,1245,8.032128514056224,34,2012
2012-35,77,0,2648,0,35,2012
2012-36,52,0,1885,0,36,2012
2012-37,35,3,1237,2.425222312045271,37,2012
2012-38,21,0,676,0,38,2012
2012-39,20,0,575,0,39,2012
2012-40,10,0,295,0,40,2012
2012-41,11,0,82,0,41,2012
2013-24,4,0,156,0,24,2013
2013-25,8,0,390,0,25,2013
2013-26,28,0,1267,0,26,2013
2013-27,23,0,1021,0,27,2013
2013-28,28,0,1094,0,28,2013
2013-29,30,1,1220,0.819672131147541,29,2013
2013-30,19,0,583,0,30,2013
2013-31,32,2,1213,1.6488046166529267,31,2013
2013-32,39,4,1318,3.0349013657056148,32,2013
2013-33,36,12,1493,8.037508372404554,33,2013
2013-34,40,3,1340,2.238805970149254,34,2013
2013-35,33,8,1311,6.102212051868802,35,2013
2013-36,35,12,1405,8.540925266903916,36,2013
2013-37,20,5,517,9.671179883945841,37,2013
2013-38,6,2,228,8.771929824561402,38,2013
2013-39,7,0,90,0,39,2013
2013-40,6,0,153,0,40,2013
2013-41,7,1,197,5.076142131979695,41,2013
2014-24,3,0,90,0,24,2014
2014-25,22,0,793,0,25,2014
2014-26,25,0,869,0,26,2014
2014-27,33,0,1219,0,27,2014
2014-28,31,0,1243,0,28,2014
2014-29,31,0,985,0,29,2014
2014-30,50,0,1866,0,30,2014
2014-31,33,0,1146,0,31,2014
2014-32,44,1,1550,0.6451612903225806,32,2014
2014-33,35,1,1143,0.8748906386701663,33,2014
2014-34,29,0,773,0,34,2014
2014-35,24,3,623,4.815409309791332,35,2014
2014-36,21,4,562,7.117437722419928,36,2014
2014-37,6,0,81,0,37,2014
2014-38,4,0,80,0,38,2014
2014-39,2,0,15,0,39,2014
2014-40,4,0,97,0,40,2014
2014-41,1,0,6,0,41,2014
2014-42,1,0,10,0,42,2014
2015-24,1,0,7,0,24,2015
2015-25,1,0,30,0,25,2015
2015-27,4,0,107,0,27,2015
2015-28,9,0,229,0,28,2015
2015-29,16,0,417,0,29,2015
2015-30,24,0,757,0,30,2015
2015-31,23,1,893,1.1198208286674132,31,2015
2015-32,21,0,941,0,32,2015
2015-33,12,0,390,0,33,2015
2015-34,29,0,885,0,34,2015
2015-35,10,0,331,0,35,2015
2015-36,9,0,286,0,36,2015
2015-37,8,0,196,0,37,2015
2015-38,6,0,205,0,38,2015
2015-39,3,1,91,10.989010989010989,39,2015
2015-40,4,0,61,0,40,2015
2015-41,1,0,20,0,41,2015
2016-23,9,0,288,0,23,2016
2016-24,18,0,447,0,24,2016
2016-25,41,0,1300,0,25,2016
2016-26,30,0,1029,0,26,2016
2016-27,25,0,603,0,27,2016
2016-28,19,0,510,0,28,2016
2016-29,27,0,924,0,29,2016
2016-30,27,0,792,0,30,2016
2016-31,28,0,833,0,31,2016
2016-32,24,0,466,0,32,2016
2016-33,20,0,615,0,33,2016
2016-34,8,0,131,0,34,2016
2016-35,15,0,275,0,35,2016
2016-36,12,0,174,0,36,2016
2016-37,1,0,12,0,37,2016
2016-38,4,0,27,0,38,2016
2017-23,2,0,51,0,23,2017
2017-24,14,0,533,0,24,2017
2017-25,20,0,743,0,25,2017
2017-26,22,0,742,0,26,2017
2017-27,30,0,1004,0,27,2017
2017-28,35,0,1150,0,28,2017
2017-29,54,0,1833,0,29,2017
2017-30,40,0,1109,0,30,2017
2017-31,46,0,1535,0,31,2017
2017-32,47,0,1482,0,32,2017
2017-33,27,0,720,0,33,2017
2017-34,23,0,588,0,34,2017
2017-35,14,0,227,0,35,2017
2017-36,17,2,580,3.4482758620689653,36,2017
2017-37,10,1,175,5.714285714285714,37,2017
2017-38,12,0,438,0,38,2017
2017-39,9,1,292,3.4246575342465753,39,2017
2017-40,3,0,25,0,40,2017
2018-23,6,0,171,0,23,2018
2018-24,17,0,650,0,24,2018
2018-25,37,0,1370,0,25,2018
2018-26,38,0,1608,0,26,2018
2018-27,38,0,1546,0,27,2018
2018-28,40,0,1694,0,28,2018
2018-29,32,0,1235,0,29,2018
2018-30,37,0,1368,0,30,2018
2018-31,32,0,1076,0,31,2018
2018-32,38,0,1246,0,32,2018
2018-33,39,4,1367,2.926115581565472,33,2018
2018-34,30,4,938,4.264392324093817,34,2018
2018-35,21,0,587,0,35,2018
2018-36,35,3,1214,2.471169686985173,36,2018
2018-37,34,2,1196,1.6722408026755853,37,2018
2018-38,34,3,1376,2.1802325581395348,38,2018
2018-39,8,0,153,0,39,2018
2018-40,13,0,307,0,40,2018
2019-23,10,0,297,0,23,2019
2019-24,31,0,1417,0,24,2019
2019-25,44,0,2036,0,25,2019
2019-26,9,0,322,0,26,2019
2019-27,26,0,1204,0,27,2019
2019-28,33,0,1431,0,28,2019
2019-29,53,2,2453,0.8153281695882593,29,2019
2019-30,103,33,4440,7.4324324324324325,30,2019
2019-31,111,52,4688,11.092150170648464,31,2019
2019-32,98,19,3800,5,32,2019
2019-33,81,23,3358,6.8493150684931505,33,2019
2019-34,47,11,1598,6.88360450563204,34,2019
2019-35,39,6,821,7.3081607795371495,35,2019
2019-36,28,5,814,6.142506142506142,36,2019
2019-37,26,6,828,7.246376811594203,37,2019
2019-38,18,2,370,5.405405405405405,38,2019
2019-39,22,0,417,0,39,2019
2019-40,13,2,365,5.47945205479452,40,2019
2019-41,7,1,200,5,41,2019
2020-24,4,0,56,0,24,2020
2020-25,10,0,190,0,25,2020
2020-26,23,0,842,0,26,2020
2020-27,21,0,883,0,27,2020
2020-28,33,0,1283,0,28,2020
2020-29,33,0,1339,0,29,2020
2020-30,42,0,1710,0,30,2020
2020-31,43,0,1660,0,31,2020
2020-32,34,0,1365,0,32,2020
2020-33,44,0,1519,0,33,2020
2020-34,20,0,602,0,34,2020
2020-35,20,0,541,0,35,2020
2020-36,5,0,143,0,36,2020
2020-37,8,1,184,5.434782608695652,37,2020
2020-38,5,0,72,0,38,2020
2021-24,18,0,477,0,24,2021
2021-25,16,0,537,0,25,2021
2021-26,23,0,815,0,26,2021
2021-27,17,0,519,0,27,2021
2021-28,18,0,617,0,28,2021
2021-29,43,0,1607,0,29,2021
2021-30,38,1,1436,0.6963788300835655,30,2021
2021-31,42,0,1527,0,31,2021
2021-32,35,0,1491,0,32,2021
2021-33,32,0,1087,0,33,2021
2021-34,38,0,1670,0,34,2021
2021-35,25,0,903,0,35,2021
2021-36,31,0,1207,0,36,2021
2021-37,31,0,1281,0,37,2021
2021-38,17,0,624,0,38,2021
2021-39,13,0,326,0,39,2021
2022-23,4,0,182,0,23,2022
2022-24,40,0,1859,0,24,2022
2022-25,24,0,860,0,25,2022
2022-26,26,0,1262,0,26,2022
2022-27,17,0,714,0,27,2022
2022-28,24,1,1123,0.8904719501335707,28,2022
2022-29,17,0,756,0,29,2022
2022-30,15,0,548,0,30,2022
2022-31,17,0,686,0,31,2022
2022-32,7,0,291,0,32,2022
2022-33,5,0,106,0,33,2022
2022-34,14,0,231,0,34,2022
2022-35,9,1,152,6.578947368421052,35,2022
2022-36,12,0,257,0,36,2022
2022-37,13,0,232,0,37,2022
2022-38,10,0,195,0,38,2022
2022-39,10,0,149,0,39,2022
2022-40,4,0,49,0,40,2022
2023-23,3,0,66,0,23,2023
2023-24,32,0,1277,0,24,2023
2023-25,28,0,1055,0,25,2023
2023-26,27,0,1256,0,26,2023
2023-27,27,0,1036,0,27,2023
2023-28,31,0,1236,0,28,2023
2023-29,37,0,1734,0,29,2023
2023-30,40,0,1646,0,30,2023
2023-31,37,1,1611,0.6207324643078833,31,2023
2023-32,45,1,1948,0.513347022587269,32,2023
2023-33,47,1,2117,0.4723665564478035,33,2023
2023-34,47,2,1664,1.201923076923077,34,2023
2023-35,65,0,2216,0,35,2023
2023-36,14,1,537,1.86219739292365,36,2023
2023-37,27,2,1106,1.8083182640144664,37,2023
2023-38,27,7,971,7.209062821833162,38,2023
2023-39,28,8,890,8.98876404494382,39,2023
2023-40,15,0,161,0,40,2023
2023-41,23,0,747,0,41,2023
